idno	univ	year	public_support_research	lecture_community_science	conference_ceremony_scientific	held_students_scientists	including_years_new	world_development_data	share_donation_team	international_staff_work	education_members_award	visit_education_technology	issues_generous_engineering	lectures_campus_theory	more_service_first	scholars_today_such	participants_services_applications	chinese_activities_field	event_various_systems	details_social_biomedical	invited_year_more	series_establishment_development	speakers_more_project	members_held_information	amp_projects_molecular	development_many_sciences	http_society_including	opening_university_physics	local_including_projects	today_family_years	exchange_alumni_world	first_chinese_analysis	please_guests_awarded	challenges_gratitude_computing	organized_professional_medicine	experts_new_scholars	forum_efforts_important	knowledge_outstanding_international	promote_amp_chemistry	social_promoting_software	economic_commitment_scientist	views_past_materials	global_appreciation_many	community_teaching_awards	session_contribution_laboratory	symposium_donations_technologies	campus_set_fields	different_serving_leading	keynote_student_spatial	experience_people_researchers	other_first_outstanding	research_recognition_computer
pu2188	PolyU	2011	0.207696735858917	0	0	0	0	0	0	0	0	0.0220187250524759	0	0	0.227165654301643	0	0.177549794316292	0	0	0	0	0.0345497317612171	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426709093153477	0.0387160889804363	0	0	0.147674083709717	0	0	0	0	0	0	0	0	0	0.0865458250045776	0	0
pu2189	PolyU	2011	0.253316521644592	0.420197457075119	0	0	0	0	0	0.0906986221671104	0	0	0	0	0	0.126423001289368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0489688701927662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0237313266843557	0	0.0238814931362867	0
pu2190	PolyU	2011	0	0	0	0.045653760433197	0	0	0	0.670602440834045	0	0	0	0	0	0.11715504527092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148439900949597	0	0	0	0	0	0	0	0	0.131788089871407	0	0	0
pu2192	PolyU	2011	0.0774908661842346	0.4154052734375	0	0	0	0	0	0.111542992293835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142206221818924	0	0	0	0	0	0	0	0	0.0440457314252853	0	0	0	0	0	0	0	0	0	0.146210014820099	0.0565471090376377	0
pu2193	PolyU	2011	0	0.315415889024734	0	0	0	0	0	0.156774654984474	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288588732481003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0901175737380981	0	0	0	0	0	0	0	0	0	0.142211526632309	0	0	0
pu2194	PolyU	2011	0	0.106757573783398	0.326834499835968	0	0	0	0	0	0	0	0	0	0	0	0.0324275270104408	0	0	0	0	0	0	0	0	0.0333485491573811	0	0	0	0	0	0	0	0.0106423040851951	0	0	0	0	0.0404526442289352	0.340182662010193	0	0	0	0	0	0	0	0	0	0.0863301604986191	0	0.0115850986912847
pu2195	PolyU	2011	0	0.503364503383637	0.148965924978256	0	0	0	0	0.101697437465191	0	0	0	0	0.0380330830812454	0	0	0	0	0	0	0	0	0.0164181720465422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187204718589783	0	0	0	0	0	0	0	0	0	0	0	0
pu2196	PolyU	2011	0.103791289031506	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153745850548148	0	0	0	0	0	0	0	0	0	0	0.15751576423645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.709713935852051	0
pu2197	PolyU	2011	0.662732779979706	0	0.118765808641911	0	0.02098916657269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306074116379023	0	0	0	0	0	0	0	0	0	0	0.0537978820502758	0	0	0	0	0.0215422064065933	0	0	0	0	0.0755952298641205	0	0
pu2198	PolyU	2011	0.5014408826828	0	0	0	0	0.0694953128695488	0	0	0	0	0	0	0	0	0.0323994792997837	0	0	0	0.228787302970886	0	0	0	0	0	0	0	0	0	0	0	0.142045482993126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2199	PolyU	2011	0.0271160453557968	0.20597206056118	0	0	0	0	0	0	0	0	0	0	0.0939233377575874	0.155056431889534	0	0	0	0	0	0	0	0.0241559892892838	0	0	0	0	0	0	0.0632619336247444	0	0	0	0	0	0	0	0.180090337991714	0	0	0	0	0	0	0.023062190040946	0	0	0.0432664602994919	0.170388445258141	0	0
pu2200	PolyU	2011	0.190326854586601	0.179799810051918	0	0	0	0	0	0	0	0	0	0	0.148618027567863	0.204170778393745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269184499979019	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2201	PolyU	2011	0	0.680960476398468	0	0	0	0	0	0	0	0	0	0	0	0	0.0405707620084286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0219199359416962	0	0	0	0.161991402506828	0	0	0	0	0	0.0449433587491512	0	0	0	0.0325427874922752	0	0	0	0	0
pu2202	PolyU	2011	0	0.842257678508759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131312265992165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2203	PolyU	2011	0.207757830619812	0	0	0	0	0	0	0	0	0.0220136642456055	0	0	0.227173253893852	0	0.177519902586937	0	0	0	0	0.0345531776547432	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426751896739006	0.038706973195076	0	0	0.147618651390076	0	0	0	0	0	0	0	0	0	0.0865688472986221	0	0
pu2204	PolyU	2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98635196685791	0	0	0	0	0
pu2205	PolyU	2011	0	0	0	0	0	0	0	0	0	0.991577386856079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2206	PolyU	2011	0	0	0	0	0	0	0	0	0.561136603355408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216450974345207	0	0	0	0	0	0	0	0	0	0.138575792312622	0	0	0	0.075926274061203	0	0	0	0	0	0	0	0	0	0	0
pu2207	PolyU	2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16570283472538	0	0	0	0	0.391342371702194	0	0	0	0	0	0	0	0	0	0	0	0	0	0.437444597482681	0	0	0	0	0	0
pu2208	PolyU	2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173506438732147	0	0	0	0	0.395403832197189	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425601035356522	0	0	0	0	0	0
pu2209	PolyU	2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.990794658660889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2210	PolyU	2011	0	0.315389811992645	0	0	0	0	0	0.156815335154533	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288587093353271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0901186540722847	0	0	0	0	0	0	0	0	0	0.142197534441948	0	0	0
pu2211	PolyU	2011	0	0.677365005016327	0	0	0	0	0	0	0.0197219662368298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0583109371364117	0	0	0.23579666018486	0	0	0	0	0	0	0	0	0	0	0	0
pu2213	PolyU	2011	0.115537278354168	0	0.115696504712105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695391058921814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066212959587574	0	0
pu2215	PolyU	2011	0.115537874400616	0	0.11569656431675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695391118526459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0662122741341591	0	0
pu2216	PolyU	2011	0.115538589656353	0	0.11569607257843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695391297340393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0662118196487427	0	0
pu2217	PolyU	2011	0.468117088079453	0	0	0	0.176054239273071	0.215556368231773	0	0	0	0	0	0	0	0	0.131685122847557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2218	PolyU	2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.983652353286743	0	0	0
pu2219	PolyU	2012	0.0839743092656136	0	0	0	0	0	0	0.435722410678864	0	0	0	0	0.29767295718193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283245369791985	0	0	0	0	0	0	0.0214139670133591	0	0.117199666798115	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2220	PolyU	2012	0	0.693589270114899	0	0	0	0	0	0	0.016876183450222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048357505351305	0	0	0.233497142791748	0	0	0	0	0	0	0	0	0	0	0	0
pu2221	PolyU	2012	0	0.588438749313355	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0218251682817936	0.0625678524374962	0	0	0	0	0	0	0	0	0	0	0.0349801182746887	0	0	0	0	0.0393950492143631	0	0.158098563551903	0	0	0.0412407331168652	0	0	0	0	0	0	0	0	0.0145658347755671	0.0296769682317972	0	0
pu2222	PolyU	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230226054787636	0.719235777854919	0	0	0	0	0	0	0	0	0	0.0457886233925819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2223	PolyU	2012	0.0498771965503693	0.298451632261276	0	0	0	0	0	0	0	0	0	0	0.0436465479433537	0.046177439391613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.550184726715088	0
pu2225	PolyU	2012	0.0632273554801941	0.184348046779633	0	0.0325454883277416	0	0.260815024375916	0	0	0	0	0	0	0	0.0735936313867569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0580446049571037	0	0	0	0	0	0	0.0226073022931814	0.277272403240204	0	0	0	0	0	0	0	0	0	0	0	0.0162756815552712	0
pu2226	PolyU	2012	0	0.944227635860443	0	0	0.038176815956831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2227	PolyU	2012	0.0932298228144646	0.301589071750641	0	0	0.0411461666226387	0.0203780569136143	0	0.0434515327215195	0	0	0	0	0	0.0666794627904892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12812314927578	0	0	0	0.117727167904377	0	0.130277559161186	0	0	0	0	0	0	0	0	0	0	0	0.0441716201603413	0
pu2228	PolyU	2012	0	0	0	0	0	0	0	0.0370087251067162	0	0	0	0	0	0	0	0.128406509757042	0	0.039408165961504	0	0	0	0	0	0	0.64437347650528	0	0	0	0	0	0.140642687678337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2229	PolyU	2012	0	0	0.0138818612322211	0	0.211392194032669	0.210247024893761	0	0	0	0	0	0	0	0	0.134176850318909	0	0	0	0	0	0	0.0851114541292191	0	0	0	0.17333796620369	0	0.010800831951201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032093483954668	0.101387225091457	0.0228432081639767	0
pu2230	PolyU	2012	0	0.898473978042603	0	0	0	0	0	0.0516230575740337	0	0.0360255017876625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2231	PolyU	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084348052740097	0	0	0	0.446362912654877	0	0	0	0	0	0	0	0	0	0	0.46434885263443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2232	PolyU	2012	0	0.111716292798519	0	0.347261518239975	0	0	0	0	0	0	0	0	0.164037272334099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366926908493042	0
pu2233	PolyU	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230224296450615	0.719238758087158	0	0	0	0	0	0	0	0	0	0.0457874089479446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2234	PolyU	2012	0	0	0	0	0	0	0	0.0370078459382057	0	0	0	0	0	0	0	0.1284049898386	0	0.0394070260226727	0	0	0	0	0	0	0.644365549087524	0	0	0	0	0	0.140654146671295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2235	PolyU	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0843389630317688	0	0	0	0.44636344909668	0	0	0	0	0	0	0	0	0	0	0.464357405900955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2236	PolyU	2012	0.0606724098324776	0	0	0	0	0	0	0.579657912254334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14631587266922	0	0	0.0651240944862366	0.136076867580414	0	0	0	0	0	0	0	0	0	0	0	0
pu2237	PolyU	2012	0	0.0515957660973072	0	0	0	0	0	0.526459038257599	0.0591383688151836	0	0	0	0.345721483230591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2238	PolyU	2011	0	0	0.0604380890727043	0	0	0	0	0	0	0	0	0	0	0.136020660400391	0	0	0	0	0	0	0.0955167263746262	0	0	0.026809586212039	0	0	0	0	0	0	0	0	0	0	0	0	0.282425463199615	0.363462835550308	0	0	0	0.0289986487478018	0	0	0	0	0	0	0	0
pu2239	PolyU	2012	0.354111760854721	0.101105123758316	0	0	0	0.13200107216835	0	0.293389201164246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109778761863709	0
pu2240	PolyU	2012	0	0.189564943313599	0	0.255919486284256	0	0	0	0	0	0	0	0	0.199817076325417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342265844345093	0
pu2242	PolyU	2012	0	0.22873143851757	0	0	0	0	0	0.133604869246483	0	0.113129012286663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.380129009485245	0	0.0641418769955635	0	0	0	0.0623214654624462	0	0	0	0	0	0	0
pu2243	PolyU	2012	0	0.395514160394669	0	0.0554870702326298	0	0.0564205758273602	0	0.297071754932404	0.0321249030530453	0	0	0	0.0116640711203218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263740718364716	0	0.0172855146229267	0.0674364790320396	0	0	0	0	0	0.0270807351917028	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2244	PolyU	2012	0	0.671611130237579	0	0	0	0	0	0.0759618952870369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213301450014114	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2245	PolyU	2012	0	0.569139122962952	0	0	0	0	0	0	0	0	0	0	0	0.0649817958474159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190694481134415	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0576716139912605	0	0	0.0952661037445068	0	0	0	0
pu2246	PolyU	2012	0.0661400258541107	0.499555587768555	0	0	0	0.135526463389397	0.0612685903906822	0	0	0	0	0	0	0	0.227494522929192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2247	PolyU	2012	0.146543547511101	0.679172873497009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0729834735393524	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0682241395115852	0	0	0	0	0	0	0
pu2248	PolyU	2012	0.612434506416321	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0871207788586617	0	0	0	0	0	0	0	0	0.242170214653015	0	0	0	0	0	0	0	0	0	0	0	0	0.0469924546778202	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2249	PolyU	2012	0	0.44060805439949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0261126551777124	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133668914437294	0	0.100604623556137	0	0	0	0.276448011398315	0
pu2250	PolyU	2012	0	0.247416168451309	0	0	0.0405577346682549	0	0	0	0	0	0	0	0	0.305544912815094	0	0	0	0	0	0	0	0	0	0	0	0.212751030921936	0	0.0358699671924114	0	0	0	0	0	0	0	0	0	0	0.126734048128128	0	0	0	0	0	0	0	0	0	0.0230477806180716	0
pu2251	PolyU	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571712374687195	0	0	0	0.104121975600719	0	0	0	0	0	0	0.31487038731575	0	0
pu2252	PolyU	2012	0	0.516546368598938	0	0	0	0	0	0.058507427573204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267569750547409	0	0.149809688329697	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2256	PolyU	2012	0.0798383951187134	0.394121259450912	0	0	0	0.0154820699244738	0	0	0	0	0	0	0.057469367980957	0.221198990941048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0670409202575684	0.0393932871520519	0.0667895972728729	0	0	0	0	0	0	0	0	0	0.0299062859266996	0
pu2257	PolyU	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571696877479553	0	0	0	0.104122027754784	0	0	0	0	0	0	0.314885795116425	0	0
pu2261	PolyU	2012	0.331422954797745	0	0	0	0.138601869344711	0.0525184497237206	0	0	0	0	0	0	0.0869255512952805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0798705965280533	0	0	0	0.202446922659874	0	0	0	0	0	0.0954390689730644	0	0	0	0	0	0	0	0	0
pu2262	PolyU	2012	0	0.196178540587425	0	0	0	0	0	0.110715575516224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173711687326431	0	0	0	0	0	0	0	0	0	0.403014272451401	0	0	0	0	0	0	0	0	0	0.0315907709300518	0	0.0717332363128662	0
pu2263	PolyU	2012	0.144380405545235	0	0	0	0	0	0	0.0957121625542641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068895049393177	0	0.185918346047401	0	0	0	0.0981008186936378	0	0.400931179523468	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2264	PolyU	2012	0	0	0	0	0	0	0	0.129973515868187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.863106071949005	0	0	0	0	0	0	0	0	0	0	0
pu2265	PolyU	2012	0.0141925606876612	0.593967616558075	0	0	0.0449898466467857	0	0	0.0739553347229958	0	0	0	0	0	0	0.0471493415534496	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0641297176480293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0509438328444958	0	0.102303124964237	0
pu2266	PolyU	2012	0.925031542778015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2267	PolyU	2012	0.371904820203781	0	0	0.0676911249756813	0	0	0	0	0	0	0	0	0.0507018528878689	0.326068341732025	0	0	0	0	0	0	0	0	0	0.0728174522519112	0	0	0	0	0	0	0	0	0	0	0	0	0.107370935380459	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2269	PolyU	2012	0.306843876838684	0	0	0	0.121438153088093	0.374280154705048	0	0	0	0	0	0	0	0.145203992724419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0427478663623333	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2270	PolyU	2012	0.0847782418131828	0.4240682721138	0	0	0	0	0	0	0	0	0	0	0	0	0.0309627298265696	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0648079290986061	0	0	0	0	0.094169870018959	0	0	0	0	0	0	0	0	0.130164355039597	0.0107635213062167	0	0	0	0	0.149890094995499	0
pu2271	PolyU	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0688284561038017	0	0	0	0	0	0	0.519903123378754	0	0	0	0	0	0	0	0.12420279532671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278537154197693
pu2272	PolyU	2012	0	0	0	0	0	0.675664246082306	0	0	0	0	0	0	0.318630874156952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2273	PolyU	2012	0	0	0	0	0.0364115722477436	0	0	0	0	0	0	0	0.0100173857063055	0.216244727373123	0	0	0	0	0	0	0.224096223711967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212850898504257	0	0	0	0	0	0	0	0	0	0.147729724645615	0	0	0.144231274724007
pu2274	PolyU	2012	0	0	0	0	0.0364086404442787	0	0	0	0	0	0	0	0.0100169628858566	0.216282531619072	0	0	0	0	0	0	0.224084004759789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212828040122986	0	0	0	0	0	0	0	0	0	0.147727459669113	0	0	0.144234210252762
pu2275	PolyU	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0544868670403957	0	0	0	0	0	0	0.878455281257629	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2277	PolyU	2012	0	0	0	0	0	0	0	0	0	0	0.992479264736176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2278	PolyU	2012	0.0375091470777988	0.382714211940765	0	0	0	0.0377059392631054	0	0.379284411668777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0540196448564529	0	0.091245174407959	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2279	PolyU	2012	0	0.973102807998657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0141555750742555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2280	PolyU	2012	0	0	0	0	0.0648835226893425	0.680172145366669	0	0.202005907893181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0448851510882378	0	0	0
pu2281	PolyU	2012	0	0	0.0592676252126694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.928481996059418	0	0	0	0	0	0
pu2282	PolyU	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068807378411293	0	0	0	0	0	0	0.519902050495148	0	0	0	0	0	0	0	0.124226026237011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278536140918732
pu2284	PolyU	2012	0	0	0	0	0	0	0	0	0	0	0.992479264736176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2285	PolyU	2012	0	0.196151882410049	0	0	0	0	0	0.110739022493362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173711702227592	0	0	0	0	0	0	0	0	0	0.403038829565048	0	0	0	0	0	0	0	0	0	0.0315703190863132	0	0.0717323198914528	0
pu2287	PolyU	2012	0	0	0.0592955276370049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.928454041481018	0	0	0	0	0	0
pu2288	PolyU	2012	0	0	0	0	0	0.67566305398941	0	0	0	0	0	0	0.318632036447525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2289	PolyU	2012	0	0	0	0	0	0	0	0	0	0	0.992479264736176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2290	PolyU	2012	0	0	0	0	0	0	0	0	0	0	0	0	0.605684876441956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219252169132233	0.134317636489868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2291	PolyU	2012	0.0786660760641098	0.543866395950317	0	0	0	0.0375570729374886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0230721738189459	0	0	0	0	0.0243908651173115	0	0	0	0	0	0	0	0	0	0	0.14331117272377	0	0	0	0	0	0	0.0270446520298719	0	0	0	0.114126600325108	0	0
pu2292	PolyU	2012	0	0.588864982128143	0	0	0	0	0	0	0	0	0	0	0	0	0.239087015390396	0	0	0	0	0	0	0	0	0	0	0	0	0.0517016761004925	0	0	0	0	0	0	0	0	0.0474356226623058	0	0	0	0.0346495024859905	0	0	0	0	0	0	0	0.0308354925364256	0
pu2293	PolyU	2012	0.327401548624039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205338791012764	0	0	0	0	0	0	0	0	0	0.440148741006851	0	0	0.0181896239519119
pu2294	PolyU	2012	0	0	0	0	0	0	0	0	0	0	0	0	0.605682253837585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219254001975059	0.134318456053734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2295	PolyU	2012	0.25854566693306	0.117271549999714	0	0	0	0	0.159974053502083	0.0958391949534416	0	0	0	0	0	0.108465313911438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0670807808637619	0	0	0	0.115525260567665	0	0.0709343031048775	0	0	0	0	0	0	0	0	0	0	0	0	0
pu2297	PolyU	2012	0.0330614671111107	0	0	0	0	0	0	0.610123753547668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167943146079779	0	0	0	0.311955451965332	0	0.0221316050738096	0
