;EISSN;title;publisher-country;APC;APC-amount;CCBY;domain;APC-EUR
826;2448-6221;Anales de Antropología;Mexico;False;;True;SocialSciences;0.0
827;1870-3062;Anales del Instituto de Investigaciones Estéticas;Mexico;False;;False;Humanities;0.0
828;2448-878X;Revista Latinoamericana de Estudios Educativos;Mexico;False;;False;Education;0.0
829;2448-492X;Revista Mexicana de Ciencias Políticas y Sociales;Mexico;False;;False;SocialSciences;0.0
866;2162-6618;The Professional Educator;United States;False;;False;Education;0.0
869;1314-2143;Folia Medica;Bulgaria;False;;False;Medicine;0.0
785;2300-262X;Archives of Acoustics;Poland;False;;False;Science;0.0
920;2445-4567;Cuadernos de Arte de la Universidad de Granada;Spain;False;;False;Humanities;0.0
907;2174-6451;Didáctica Geográfica;Spain;False;;False;SocialSciences;0.0
908;1988-5903;Revista Española de Investigaciones Sociológicas (REIS);Spain;False;;False;SocialSciences;0.0
910;1988-4273;Anuario de Estudios Americanos;Spain;False;;True;Humanities;0.0
911;1989-6840;Atlantis;Spain;False;;False;Humanities;0.0
912;2660-5880;Cuadernos de Investigación Histórica;Spain;False;;False;Humanities;0.0
913;2445-2262;1616;Spain;False;;False;Humanities;0.0
914;2253-8291;Historia. Instituciones. Documentos;Spain;False;;True;Humanities;0.0
915;2660-7301;Anuario de Estudios Filológicos;Spain;False;;True;Humanities;0.0
916;2603-9710;Sociología del Trabajo;Spain;False;;True;SocialSciences;0.0
917;1988-8333;Cuadernos de Estudios Gallegos;Spain;False;;True;Humanities;0.0
918;1988-8538;Revista de Filología Española;Spain;False;;True;Humanities;0.0
919;2341-085X;Miscelánea Comillas;Spain;False;;False;SocialSciences;0.0
921;1988-3307;Lazaroa;Spain;False;;False;Science;0.0
905;1988-3102;Asclepio: Revista de Historia de la Medicina y de la Ciencia;Spain;False;;True;Medicine;0.0
922;1699-292X;Cuadernos de Investigación Filológica;Spain;False;;True;Humanities;0.0
923;2013-9136;Treballs de Sociolingüística Catalana;Spain;False;;False;SocialSciences;0.0
924;1988-3196;Anales del Jardín Botánico de Madrid;Spain;False;;True;Science;0.0
925;1576-8597;Psicológica;Spain;False;;False;Humanities;0.0
926;2340-5236;Anàlisi: Quaderns de Comunicació i Cultura;Spain;False;;True;Humanities;0.0
927;1988-2564;Anales del Seminario de Historia de la Filosofía;Spain;False;;True;Humanities;0.0
928;2014-8410;Medievalia;Spain;False;;False;Humanities;0.0
929;2014-4520;Quaderns de Psicología;Spain;False;;True;Humanities;0.0
930;1988-4125;Anuario Musical;Spain;False;;True;Humanities;0.0
931;1988-2955;Al-Qantara : Revista de Estudios Arabes;Spain;False;;True;Humanities;0.0
932;2014-881X;Enrahonar: Quaderns de Filosofia;Spain;False;;False;Humanities;0.0
933;2340-2733;Revista de la Asociación Española de Neuropsiquiatría;Spain;False;;False;Medicine;0.0
906;1989-614X;Estudios Románicos;Spain;False;;False;Humanities;0.0
904;1988-2890;Documentación de las Ciencias de la Información;Spain;False;;True;LIS;0.0
870;2603-3186;Historia naturalis bulgarica;Bulgaria;False;;True;Science;0.0
886;2544-5804;Kościół i Prawo;Poland;False;;False;SocialSciences;0.0
871;2310-3701;Кантовский сборник;Russia;False;;True;Humanities;0.0
873;2353-9674;Rusycystyczne Studia Literaturoznawcze;Poland;False;;False;Humanities;0.0
874;2392-1250;Acta Universitatis Nicolai Copernici. Nauki Humanistyczno-Społeczne. Zabytkoznawstwo i Konserwatorstwo;Poland;False;;False;Humanities;0.0
875;2353-088X;Neophilologica;Poland;False;;False;Humanities;0.0
876;2353-9712;Problemy Prawa Karnego;Poland;False;;False;SocialSciences;0.0
877;2353-4850;Acta Universitatis Lodziensis: Folia Sociologica;Poland;False;;False;SocialSciences;0.0
879;2449-8300;Acta Universitatis Lodziensis: Folia Archaeologica;Poland;False;;False;Humanities;0.0
880;2450-6990;Acta Universitatis Lodziensis: Folia Historica;Poland;False;;False;Humanities;0.0
881;2450-2782;Acta Universitatis Lodziensis Folia Iuridica;Poland;False;;False;SocialSciences;0.0
882;2450-0119;Acta Universitatis Lodziensis. Folia Linguistica;Poland;False;;False;Humanities;0.0
883;2353-9631;Acta Universitatis Lodziensis: Folia Philosophica;Poland;False;;False;Humanities;0.0
884;2545-0468;Socjolingwistyka;Poland;False;;False;Humanities;0.0
888;2391-8497;Ruch Biblijny i Liturgiczny;Poland;False;;False;Humanities;0.0
903;2174-517X;Sagvntum;Spain;False;;False;Humanities;0.0
890;2450-1549;Scientific Journal of Silesian University of Technology. Series Transport;Poland;False;;True;Technology;0.0
891;2450-9442;Maszyny Górnicze;Poland;False;;False;Technology;0.0
892;2719-7530;Warszawskie Studia Teologiczne;Poland;False;;False;Humanities;0.0
893;2660-647X;Cuadernos para la Investigación de la Literatura Hispánica;Spain;False;;False;Humanities;0.0
894;1988-4621;Revista Española de Documentación Científica;Spain;False;;True;LIS;0.0
895;2695-7965;Cuadernos de Geografía de la Universitat de València;Spain;False;;False;SocialSciences;0.0
897;2605-5147;Estudios Eclesiásticos;Spain;False;;False;Humanities;0.0
898;2695-4397;Archivo Teológico Granadino;Spain;False;;False;Humanities;0.0
899;2530-0350;Siglo Cero;Spain;False;;False;SocialSciences;0.0
900;1988-303X;Arbor: Ciencia, Pensamiento y Cultura;Spain;False;;True;General;0.0
901;2013-9004;Papers;Spain;False;;False;SocialSciences;0.0
902;2695-7566;Crónica Tributaria;Spain;False;;False;SocialSciences;0.0
786;2449-8327;Lubelski Rocznik Pedagogiczny;Poland;False;;True;Education;0.0
783;2353-303X;Studia Maritima;Poland;False;;False;Science;0.0
936;2014-8801;Educar;Spain;False;;False;Education;0.0
678;2357-6286;Educación y Ciudad;Colombia;False;;False;Education;0.0
666;2248-6798;Enunciación;Colombia;False;;False;Humanities;0.0
667;2382-4700;Inge-Cuc;Colombia;False;;False;Technology;0.0
668;2256-5248;Revista Historia de la Educación Latinoamericana;Colombia;False;;False;Education;0.0
669;2027-1352;Universitas Scientiarum;Colombia;False;;True;Science;0.0
670;2389-9182;Temas Agrarios;Colombia;False;;False;Agriculture;0.0
671;2027-534X;Palabra Clave;Colombia;False;;False;Humanities;0.0
672;2539-0899;Ciencia y Agricultura;Colombia;False;;True;Agriculture;0.0
673;2590-7840;Cultura y Droga;Colombia;False;;True;SocialSciences;0.0
674;2463-0470;Panorama Económico;Colombia;False;;False;SocialSciences;0.0
675;2389-8526;Revista de Medicina Veterinaria;Colombia;False;;False;Agriculture;0.0
676;2346-2051;Revista Derecho del Estado;Colombia;False;;False;SocialSciences;0.0
677;2665-329X;Estudios Latinoamericanos;Colombia;False;;False;SocialSciences;0.0
679;2346-0911;Papeles;Colombia;False;;False;Education;0.0
664;2145-8499;Anuario de Historia Regional y de las Fronteras;Colombia;False;;True;Humanities;0.0
681;2500-7106;Medicina y Laboratorio;Colombia;False;;False;Medicine;0.0
683;2145-566X;Ikala: Revista de Lenguaje y Cultura;Colombia;False;;False;Humanities;0.0
684;1909-8758;Revista Colombiana de Biotecnología;Colombia;False;;True;Technology;0.0
685;2346-2175;Sotavento MBA;Colombia;False;;False;SocialSciences;0.0
686;2500-8684;Perspectiva Geográfica;Colombia;False;;True;SocialSciences;0.0
687;2619-6174;Lúmina;Colombia;False;;False;SocialSciences;0.0
688;2619-2551;Revista U.D.C.A Actualidad & Divulgación Científica;Colombia;False;;False;Science;0.0
689;2346-2442;Revista de Derecho Privado (Bogota. 1997);Colombia;False;;False;SocialSciences;0.0
690;2665-3273;Estudios de Literatura Colombiana;Colombia;False;;False;Humanities;0.0
691;2462-9782;Revista de Antropología y Sociología Virajes;Colombia;False;;True;SocialSciences;0.0
692;2248-7085;Colombian Applied Linguistics Journal;Colombia;False;;False;Humanities;0.0
694;2256-5493;Trabajo Social;Colombia;False;;False;SocialSciences;0.0
665;2382-4581;CT&F Ciencia, Tecnología & Futuro;Colombia;False;;False;SocialSciences;0.0
663;2389-993X;Prospectiva;Colombia;False;;False;SocialSciences;0.0
697;2256-5450;Literatura: Teoría, Historia, Crítica;Colombia;False;;False;Humanities;0.0
647;2357-4933;Novum;Colombia;False;;False;SocialSciences;0.0
633;2011-7574;Revista Investigación & Desarrollo;Colombia;False;;True;SocialSciences;0.0
634;2256-358X;Estudios de Filosofía;Colombia;False;;False;Humanities;0.0
635;2323-0126;Tecné, Episteme y Didaxis;Colombia;False;;False;Education;0.0
636;2248-7220;Revista Estomatologâia;Colombia;False;;False;Medicine;0.0
639;2500-8013;Momento;Colombia;False;;False;Science;0.0
640;2346-0261;Avances en Enfermería;Colombia;False;;False;Medicine;0.0
641;2248-4337;Cuadernos de Economía;Colombia;False;;False;SocialSciences;0.0
642;2248-6968;Innovar: Revista de Ciencias Administrativas y Sociales;Colombia;False;;False;SocialSciences;0.0
643;2462-8433;Estudios Políticos;Colombia;False;;False;SocialSciences;0.0
644;2539-0104;Revista Visión Contable;Colombia;False;;False;SocialSciences;0.0
645;2344-8644;Revista Colombiana de Psicología;Colombia;False;;False;Humanities;0.0
646;1900-6004;Colombia Internacional;Colombia;False;;False;SocialSciences;0.0
648;2248-6941;Ánfora;Colombia;False;;False;SocialSciences;0.0
662;2357-6170;Pensamiento Jurídico;Colombia;False;;True;SocialSciences;0.0
649;1909-7719;Revista Facultad de Ciencias Económicas;Colombia;False;;False;SocialSciences;0.0
650;2462-991X;Repertorio de Medicina y Cirugía;Colombia;False;;False;Medicine;0.0
651;2357-5549;Revista de la Facultad de Ciencias;Colombia;False;;False;Science;0.0
652;2344-8393;Ingeniería;Colombia;False;;False;Technology;0.0
654;2462-8425;Hacia la Promoción de la Salud;Colombia;False;;True;Medicine;0.0
655;2357-4720;Historia y Sociedad;Colombia;False;;True;Humanities;0.0
656;2346-3864;La Palabra;Colombia;False;;False;Humanities;0.0
657;2256-1161;Revista Criterios;Colombia;False;;True;General;0.0
658;2145-9355;Revista de Derecho;Colombia;False;;True;SocialSciences;0.0
659;1909-0544;Revista MVZ Cordoba;Colombia;False;;False;Agriculture;0.0
660;2256-5035;Informador Técnico;Colombia;False;;False;Technology;0.0
661;2590-7816;Ocupación Humana;Colombia;False;;False;SocialSciences;0.0
695;2389-9441;Cuestiones de Filosofía;Colombia;False;;False;Humanities;0.0
698;2665-4873;Escribanía;Colombia;False;;False;Humanities;0.0
780;2084-4158;Studia Romanica Posnaniensia;Poland;False;;False;Humanities;0.0
753;2442-9260;Economics and Finance in Indonesia;Indonesia;False;;False;SocialSciences;0.0
733;2590-4566;Justicia;Colombia;False;;True;SocialSciences;0.0
735;2027-145X;Bitácora Urbano Territorial;Colombia;False;;True;SocialSciences;0.0
736;1909-7735;Ciencia e Ingeniería Neogranadina;Colombia;False;;False;Science;0.0
737;2539-0554;Tendencias;Colombia;False;;False;SocialSciences;0.0
738;2228-8082;Siriraj Medical Journal;Thailand;False;;False;Medicine;0.0
740;2286-9433;KKU Engineering Journal;Thailand;False;;False;Technology;0.0
741;2301-8593;Baca: Jurnal Dokumentasi dan Informasi;Indonesia;False;;False;LIS;0.0
742;1858-3768;Menara Perkebunan;Indonesia;False;;True;Agriculture;0.0
744;2503-1465;Jurnal Hukum & Pembangunan;Indonesia;False;;True;SocialSciences;0.0
745;2338-8358;Penelitian Gizi dan Makanan;Indonesia;False;;False;Technology;0.0
746;2338-557X;Al-Jami'ah: Journal of Islamic Studies;Indonesia;False;;False;Humanities;0.0
749;2502-3837;Informasi;Indonesia;False;;False;Humanities;0.0
755;2442-5230;Majalah Kedokteran Andalas;Indonesia;False;;True;Medicine;0.0
731;2389-7066;Universidad y Salud;Colombia;False;;False;SocialSciences;0.0
757;2187-7297;Nusa;Japan;False;;False;Humanities;0.0
758;2620-4762;Majalah Kardiologi Indonesia;Indonesia;False;;True;Medicine;0.0
765;2180-4273;Kajian Malaysia;Malaysia;False;;True;SocialSciences;0.0
766;0127-6271;MALTESAS Multi-Disciplinary Research Journal;Malaysia;False;;False;General;0.0
768;2289-7526;Jurnal Kejuruteraan;Malaysia;False;;True;Technology;0.0
770;2289-4365;ISRA International Journal of Islamic Finance;United Kingdom;False;;True;SocialSciences;0.0
772;2289-6651;Malaysian Management Journal;Malaysia;False;;True;SocialSciences;0.0
774;2335-898X;Lietuvos Matematikos Rinkinys;Lithuania;False;;True;Science;0.0
775;2345-0045;Baltistica;Lithuania;False;;False;Humanities;0.0
776;2412-6179;Компьютерная оптика;Russia;False;;True;Science;0.0
777;2312-4202;Бюллетень Почвенного института им. В.В. Докучаева;Russia;False;;True;Agriculture;0.0
779;2084-4077;Studia Religiologica;Poland;False;;False;Humanities;0.0
732;2357-5891;Dixi;Colombia;False;;False;Humanities;0.0
730;2346-2450;Revista de Economía Institucional;Colombia;False;;False;SocialSciences;0.0
699;2382-4603;MedUNAB;Colombia;False;;True;Medicine;0.0
715;2590-8669;Reflexión Política;Colombia;False;;False;SocialSciences;0.0
700;2256-5337;TecnoLógicas;Colombia;False;;False;Technology;0.0
701;2500-705X;Horizontes Pedagógicos;Colombia;False;;False;Education;0.0
702;2215-7484;Territorios;Colombia;False;;False;SocialSciences;0.0
703;1900-5180;Revista de Estudios Sociales;Colombia;False;;True;SocialSciences;0.0
705;1909-9711;Acta Colombiana de Psicología;Colombia;False;;False;Humanities;0.0
706;2248-7638;Tecnura;Colombia;False;;False;Technology;0.0
707;2805-6159;Entretextos;Colombia;False;;False;Humanities;0.0
709;2500-5766;Búsqueda;Colombia;False;;False;SocialSciences;0.0
711;2390-0202;Advocatus;Colombia;False;;False;SocialSciences;0.0
712;2390-0512;Biociencias;Colombia;False;;False;Medicine;0.0
713;2027-212X;Psicogente;Colombia;False;;True;Humanities;0.0
714;2145-4531;Revista Estudios Socio-Jurídicos;Colombia;False;;False;SocialSciences;0.0
716;2590-8200;Práxis Pedagógica;Colombia;False;;False;Education;0.0
729;0124-5821;Revista Virtual Universidad Católica del Norte;Colombia;False;;False;SocialSciences;0.0
717;2357-5905;Gestión y Ambiente;Colombia;False;;False;SocialSciences;0.0
718;2027-128X;Investigación en Enfermería: Imagen y Desarrollo;Colombia;False;;True;Medicine;0.0
719;2665-2420;Educación y Humanismo;Colombia;False;;False;SocialSciences;0.0
720;2344-8350;Revista Científica;Colombia;False;;False;Science;0.0
721;2538-9971;Revista de la Facultad de Ciencias de la Salud;Colombia;False;;False;Medicine;0.0
722;2248-4914;"Revista CIFE ""Lecturas de Economía Social""";Colombia;False;;False;SocialSciences;0.0
723;2145-5112;Desafíos;Colombia;False;;False;SocialSciences;0.0
724;2248-454X;Perspectivas en Nutrición Humana;Colombia;False;;False;Medicine;0.0
725;2463-1159;Revista Colombiana de Filosofía de la Ciencia;Colombia;False;;False;Humanities;0.0
726;2145-4558;Universidad y Empresa;Colombia;False;;False;SocialSciences;0.0
727;2539-200X;Biota Colombiana;Colombia;False;;False;Science;0.0
728;2500-5278;Revista Activos;Colombia;False;;False;SocialSciences;0.0
934;1697-9540;Cuadernos de Investigación Geográfica;Spain;False;;True;SocialSciences;0.0
937;0211-8483;Boletín de Arte;Spain;False;;False;Humanities;0.0
630;2256-5442;Cuadernos de Geografía: Revista Colombiana de Geografía;Colombia;False;;False;SocialSciences;0.0
1174;0975-0959;Indian Journal of Biochemistry and Biophysics;India;False;;False;Science;0.0
1155;2643-9662;The Rural Educator;United States;False;;True;Education;0.0
1160;2187-5537;KONA Powder and Particle Journal;Japan;False;;True;Science;0.0
1161;2261-4184;Cahiers Balkaniques;France;False;;False;Humanities;0.0
1162;2117-590X;XVII-XVIII;France;False;;False;Humanities;0.0
1163;2725-2124;Modernités Russes;France;False;;True;Humanities;0.0
1164;1873-1430;Annales de l'Institut Henri Poincaré. C, Analyse non Linéaire;Germany;False;;True;Science;0.0
1165;1473-2300;Journal of International Medical Research;United Kingdom;True;2600 GBP;False;Medicine;0.0
1168;2336-1980;Acta Universitatis Carolinae Geographica;Czechia;False;;True;SocialSciences;0.0
1170;2584-3826;Libri Oncologici;Croatia;False;;False;Medicine;0.0
1171;2469-1119;Acta Gastroenterológica Latinoamericana;Argentina;False;;False;Medicine;0.0
1172;2000-1967;Upsala Journal of Medical Sciences;Sweden;False;;True;Medicine;0.0
1173;1980-8178;Revista de Patologia Tropical;Brazil;False;;False;Medicine;0.0
1175;1998-3689;Indian Journal of Ophthalmology;India;False;;False;Medicine;0.0
1153;2156-6941;Journal of Freshwater Ecology;United Kingdom;True;1000 GBP;False;Science;0.0
1176;0974-9098;Journal of Indian Orthodontic Society;India;False;;False;Medicine;0.0
1178;2067-9033;Travaux de l'Institut de Speologie Emile Racovitza;Romania;False;;False;Science;0.0
1180;1688-0390;Revista Médica del Uruguay;Uruguay;False;;False;Medicine;0.0
1181;2076-5827;Bulletin de l'Institut Français d'Études Andines;Peru;False;;False;SocialSciences;0.0
1182;2317-6369;Revista Brasileira de Saúde Ocupacional;Brazil;False;;True;Medicine;0.0
1184;1984-1841;Revista da Faculdade de Direito da Universidade Federal de Minas Gerais;Brazil;False;;False;SocialSciences;0.0
1185;2526-9372;Ciência & Trópico;Brazil;False;;True;SocialSciences;0.0
1186;0718-5286;Estudios de Economía;Chile;False;;False;SocialSciences;0.0
1187;2248-7026;Revista Facultad Nacional de Agronomía Medellín;Colombia;False;;False;Agriculture;0.0
1188;2145-7166;Actualidades Biológicas;Colombia;False;;False;Science;0.0
1189;1989-3922;Galicia Clínica;Spain;False;;False;Medicine;0.0
1191;2224-7157;Bangladesh Journal of Scientific and Industrial Research;Bangladesh;False;;False;Technology;0.0
1154;1996-9732;Water Science and Technology;United Kingdom;False;;False;Technology;0.0
1152;2047-2765;The Denning Law Journal;United Kingdom;False;;False;SocialSciences;0.0
1194;2047-7716;Cambridge Journal of Anthropology;United States;False;;False;SocialSciences;0.0
1126;2518-2730;Revista Cubana de Educación Superior;Cuba;False;;True;Education;0.0
1102;2182-7435;Revista Crítica de Ciências Sociais;Portugal;False;;True;SocialSciences;0.0
1104;2304-4306;Economía;Peru;False;;True;SocialSciences;0.0
1106;2636-2236;AULA Revista de Humanidades y Ciencias Sociales;Dominican Republic;False;;True;SocialSciences;0.0
1108;2519-0431;Pakistan Journal of Applied Economics;Pakistan;False;;True;SocialSciences;0.0
1109;2224-6428;Anthropologica;Peru;False;;False;SocialSciences;0.0
1110;2304-4284;Debates en Sociología;Peru;False;;True;SocialSciences;0.0
1112;2223-3733;Revista de Psicología;Peru;False;;True;Humanities;0.0
1117;2395-3799;Vikalpa;India;False;;False;SocialSciences;0.0
1119;0975-4466;Annals of Saudi Medicine;Saudi Arabia;False;;False;Medicine;0.0
1120;2215-261X;Revista Geológica de América Central;Costa Rica;False;;False;Science;0.0
1121;2411-5959;Southern African Journal of Environmental Education;South Africa;False;;False;Humanities;0.0
1125;1659-2913;Revista Costarricense de Psicología;Costa Rica;False;;False;Humanities;0.0
1127;2249-9547;Ancient Science of Life;India;False;;False;Medicine;0.0
1151;2164-4527;International Journal of Adolescence and Youth;United Kingdom;True;1000 GBP;False;SocialSciences;0.0
1128;1648-1143;Literatūra (Vilnius);Lithuania;False;;True;Humanities;0.0
1131;2518-3354;European Science Editing;Bulgaria;False;;True;LIS;0.0
1133;1815-5936;Revista Científica de Ingeniería Industrial;Cuba;False;;False;Technology;0.0
1134;2224-5421;Revista Cubana de Química;Cuba;False;;False;Science;0.0
1135;2224-7920;Revista de Producción Animal;Cuba;False;;False;Agriculture;0.0
1136;2215-3535;Actualidades en Psicología;Costa Rica;False;;False;Humanities;0.0
1137;1661-3686;Swiss Archives of Neurology and Psychiatry;Switzerland;False;;False;Medicine;0.0
1140;2309-9585;Kronos;South Africa;False;;False;Humanities;0.0
1141;2224-0004;ORiON;South Africa;False;;True;General;0.0
1145;2783-3968;نامه انجمن حشره‌شناسی ایران;Iran;False;;False;Agriculture;0.0
1146;1727-5644;Annals of Glaciology;United Kingdom;True;1200 GBP;False;Science;0.0
1150;1464-5157;International Journal of Hyperthermia;United Kingdom;True;2085 GBP;False;Medicine;0.0
1193;2162-8807;Leprosy Review;United Kingdom;False;;True;Medicine;0.0
1195;1839-3942;Australian Prescriber;Australia;False;;False;Medicine;0.0
1100;2416-3953;Ciência e Técnica Vitivinícola;France;False;;True;Agriculture;0.0
1246;1853-7960;Páginas de Filosofía;Argentina;False;;False;Humanities;0.0
1232;2250-6101;Revista de Enseñanza de la Física;Argentina;False;;False;Science;0.0
1233;1852-7213;Cuadernos de Política Exterior Argentina;Argentina;False;;False;SocialSciences;0.0
1234;2250-7728;Comechingonia;Argentina;False;;False;Humanities;0.0
1235;1852-2890;Revista de Educación Matemática;Argentina;False;;False;Science;0.0
1236;2524-9339;Anuario IEHS;Argentina;False;;False;Humanities;0.0
1237;1668-8104;Cuadernos de la Facultad de Humanidades y Ciencias Sociales: Universidad Nacional de Jujuy;Argentina;False;;False;SocialSciences;0.0
1238;1853-8835;Anuario Digital (Escuela de Historia. Facultad de Humanidades y Artes. Universidad Nacional de Rosario);Argentina;False;;False;Humanities;0.0
1239;1669-6859;Dominguezia;Argentina;False;;True;Medicine;0.0
1242;1850-275X;Cuadernos de Antropología Social;Argentina;False;;True;SocialSciences;0.0
1243;2362-3675;Revista Argentina de Reumatología;Argentina;False;;False;Medicine;0.0
1244;2250-6950;Estudios Sociales;Argentina;False;;False;SocialSciences;0.0
1245;1851-2135;Revista Médica de Rosario;Argentina;False;;False;Medicine;0.0
1247;1853-8126;Arqueologia;Argentina;False;;False;Humanities;0.0
1230;2684-0499;Cuadernos de Literatura;Argentina;False;;False;Humanities;0.0
1248;1667-782X;Ecología Austral;Argentina;False;;True;Science;0.0
1249;1851-1716;Ciencia, Docencia y Tecnología;Argentina;False;;False;Science;0.0
1250;1851-3751;Memoria Americana;Argentina;False;;False;SocialSciences;0.0
1251;2250-754X;Actualidad Económica;Argentina;False;;False;SocialSciences;0.0
1253;2451-5434;Revista del IICE;Argentina;False;;False;Education;0.0
1254;1851-3743;Acta Toxicológica Argentina;Argentina;False;;False;Medicine;0.0
1255;2468-9963;Delito y Sociedad: Revista de Ciencias Sociales;Argentina;False;;False;SocialSciences;0.0
1256;1851-3026;Revista Quebracho;Argentina;False;;True;Agriculture;0.0
1257;2683-9881;Arquitecno;Argentina;False;;False;Humanities;0.0
1258;1851-779X;Synthesis (La Plata);Argentina;False;;False;Humanities;0.0
1259;2591-5312;Area;Argentina;False;;False;SocialSciences;0.0
1260;2683-7307;Revista Teología;Argentina;False;;False;Humanities;0.0
1231;1852-5768;Cuadernos de Herpetología;Argentina;False;;False;Science;0.0
1229;2346-8548;Revista de Nefrología, Diálisis y Trasplante;Argentina;False;;False;Medicine;0.0
1196;2293-6602;Canadian Journal of Higher Education;Canada;False;;False;Education;0.0
1211;2450-6966;Polish Cartographical Review;Poland;False;;True;SocialSciences;0.0
1198;1923-2713;Cahiers des Études Anciennes;France;False;;False;Humanities;0.0
1200;2687-0398;Античная древность и средние века;Russia;False;;True;Humanities;0.0
1201;2782-3229;Дифференциальная геометрия многообразий фигур;Russia;False;;True;Science;0.0
1202;1804-8765;Statistika: Statistics and Economy Journal;Czechia;False;;False;SocialSciences;0.0
1203;2336-5730;Acta Universitatis Carolinae: Historia Universitatis Carolinae Pragensis;Czechia;False;;True;Humanities;0.0
1204;2336-6478;Acta Universitatis Carolinae. Iuridica;Czechia;False;;True;SocialSciences;0.0
1205;2570-9429;Czech Journal of International Relations;Czechia;False;;False;SocialSciences;0.0
1206;2719-5384;Acta Medica Bulgarica;Poland;False;;False;Medicine;0.0
1207;1587-3765;Periodica Polytechnica: Chemical Engineering;Hungary;False;;True;Technology;0.0
1208;1789-3437;Periodica Polytechnica Architecture;Hungary;False;;True;Humanities;0.0
1209;1587-379X;Periodica Polytechnica: Mechanical Engineering;Hungary;False;;True;Technology;0.0
1210;1689-1716;Archives of Forensic Medicine and Criminology;Poland;False;;False;SocialSciences;0.0
1212;1851-9628;Runa;Argentina;False;;True;SocialSciences;0.0
1227;2524-9525;Prudentia Iuris;Argentina;False;;False;Humanities;0.0
1214;1852-1479;Relaciones de la Sociedad Argentina de Antropología;Argentina;False;;False;Humanities;0.0
1215;2683-9636;Patristica et Mediaevalia;Argentina;False;;False;Humanities;0.0
1216;1851-300X;Revista Argentina de Dermatología;Argentina;False;;False;Medicine;0.0
1217;2469-0643;Revista de Estudios Clásicos;Argentina;False;;False;Humanities;0.0
1218;2346-9420;Revista de la Sociedad Argentina de Diabetes;Argentina;False;;False;Medicine;0.0
1219;1669-0990;Scripta Ethnologica;Argentina;False;;False;SocialSciences;0.0
1221;2525-0884;Res Gesta;Argentina;False;;False;Humanities;0.0
1222;1668-7027;Interdisciplinaria;Argentina;False;;False;Humanities;0.0
1223;2525-1627;Folia Histórica del Nordeste;Argentina;False;;False;Humanities;0.0
1224;1669-2314;RIA: Revista Investigaciones Agropecuarias;Argentina;False;;False;Agriculture;0.0
1225;1851-9636;Análisis Filosófico;Argentina;False;;False;Humanities;0.0
1226;2313-903X;Boletín Geográfico;Argentina;False;;False;SocialSciences;0.0
1101;2477-9377;Revista Técnica de la Facultad de Ingeniería;Venezuela;False;;False;Technology;0.0
1095;2224-7939;Revista Cubana de Física;Cuba;False;;False;Science;0.0
938;2695-5407;Herri-Arduralaritzazko Euskal Aldizkaria;Spain;False;;False;SocialSciences;0.0
989;1988-2971;En la España Medieval;Spain;False;;True;Humanities;0.0
975;1578-1968;Neurología;Spain;False;;False;Medicine;0.0
976;2013-9527;Llengua & Literatura;Spain;False;;False;Humanities;0.0
977;2443-9991;Investigación en la Escuela;Spain;False;;False;Education;0.0
978;1989-1806;Limnetica;Spain;False;;False;Science;0.0
979;2530-3791;Revista Interuniversitaria de Formación del Profesorado;Spain;False;;True;Education;0.0
980;2605-5686;Extracta Mathematicae;Spain;False;;False;Science;0.0
981;1988-9046;Revista de Estudios Empresariales. Segunda Época;Spain;False;;False;SocialSciences;0.0
983;2695-7728;Anuario de la Facultad de Derecho, Universidad de Extremadura;Spain;False;;True;SocialSciences;0.0
984;2172-2862;European Journal of Human Movement;Spain;False;;False;Science;0.0
985;2660-6070;Cuadernos de Pensamiento;Spain;False;;False;Humanities;0.0
986;1988-8295;Cuadernos de Trabajo Social;Spain;False;;True;SocialSciences;0.0
988;2530-8254;Erebea;Spain;False;;False;Humanities;0.0
990;2174-0925;Aula;Spain;False;;False;Education;0.0
973;2605-3012;Carthaginensia;Spain;False;;True;Humanities;0.0
991;1988-2734;Cuadernos de Historia Contemporánea;Spain;False;;True;Humanities;0.0
992;1988-2475;Cuadernos de Historia Moderna;Spain;False;;True;Humanities;0.0
994;2171-861X;Revista Alicantina de Estudios Ingleses;Spain;False;;True;Humanities;0.0
995;1988-2491;Anales de Historia del Arte;Spain;False;;True;Humanities;0.0
996;2340-2792;Gazeta de Antropología;Spain;False;;False;SocialSciences;0.0
997;2172-4547;Munibe Ciencias Naturales;Spain;False;;False;Science;0.0
998;1886-1415;Papeles del Psicólogo;Spain;False;;False;Humanities;0.0
999;2386-7159;Caplletra: Revista Internacional de Filologia;Spain;False;;False;Humanities;0.0
1000;1886-8134;Scientia Marina;Spain;False;;True;Agriculture;0.0
1001;2386-4702;Doxa;Spain;False;;True;Humanities;0.0
1002;2013-6455;Sintagma;Spain;False;;True;Humanities;0.0
1003;2340-1362;Espacio, Tiempo y Forma. Serie III, Historia Medieval;Spain;False;;False;Humanities;0.0
974;1989-9890;Investigaciones Geográficas;Spain;False;;True;SocialSciences;0.0
972;1989-4562;Imafronte;Spain;False;;False;Humanities;0.0
1007;2527-4414;Buletin Penelitian Tanaman Rempah dan Obat;Indonesia;False;;False;Agriculture;0.0
952;2695-4257;Anales de Literatura Española;Spain;False;;True;Humanities;0.0
939;2174-5625;Revista de Derecho Político;Spain;False;;False;SocialSciences;0.0
940;1988-2378;Anales de Geografía de la Universidad Complutense;Spain;False;;True;SocialSciences;0.0
